1122926,高萩,11229,JR常磐線(取手〜いわき)
1122927,南中郷,11229,JR常磐線(取手〜いわき)
1122928,磯原,11229,JR常磐線(取手〜いわき)
1122929,大津港,11229,JR常磐線(取手〜いわき)
1122930,勿来,11229,JR常磐線(取手〜いわき)
1122931,植田,11229,JR常磐線(取手〜いわき)
1122932,泉,11229,JR常磐線(取手〜いわき)
1122933,湯本,11229,JR常磐線(取手〜いわき)
1122934,内郷,11229,JR常磐線(取手〜いわき)
1122935,いわき,11229,JR常磐線(取手〜いわき)
1123001,いわき,11230,JR常磐線(いわき〜仙台)
1123002,草野,11230,JR常磐線(いわき〜仙台)
1123003,四ツ倉,11230,JR常磐線(いわき〜仙台)
1123004,久ノ浜,11230,JR常磐線(いわき〜仙台)
1123005,末続,11230,JR常磐線(いわき〜仙台)
1123006,広野,11230,JR常磐線(いわき〜仙台)
1123007,木戸,11230,JR常磐線(いわき〜仙台)
1123008,竜田,11230,JR常磐線(いわき〜仙台)
1123009,富岡,11230,JR常磐線(いわき〜仙台)
1123010,夜ノ森,11230,JR常磐線(いわき〜仙台)
1123011,大野,11230,JR常磐線(いわき〜仙台)
1123012,双葉,11230,JR常磐線(いわき〜仙台)
1123013,浪江,11230,JR常磐線(いわき〜仙台)
1123014,桃内,11230,JR常磐線(いわき〜仙台)
1123015,小高,11230,JR常磐線(いわき〜仙台)
1123016,磐城太田,11230,JR常磐線(いわき〜仙台)
1123017,原ノ町,11230,JR常磐線(いわき〜仙台)
1123018,鹿島,11230,JR常磐線(いわき〜仙台)
1123019,日立木,11230,JR常磐線(いわき〜仙台)
1123020,相馬,11230,JR常磐線(いわき〜仙台)
1123021,駒ケ嶺,11230,JR常磐線(いわき〜仙台)
1123022,新地,11230,JR常磐線(いわき〜仙台)
1123023,坂元,11230,JR常磐線(いわき〜仙台)
1123024,山下,11230,JR常磐線(いわき〜仙台)
1123025,浜吉田,11230,JR常磐線(いわき〜仙台)
1123026,亘理,11230,JR常磐線(いわき〜仙台)
1123027,逢隈,11230,JR常磐線(いわき〜仙台)
1123028,岩沼,11230,JR常磐線(いわき〜仙台)
1123029,館腰,11230,JR常磐線(いわき〜仙台)
1123030,名取,11230,JR常磐線(いわき〜仙台)
1123031,南仙台,11230,JR常磐線(いわき〜仙台)
1123034,太子堂,11230,JR常磐線(いわき〜仙台)
1123032,長町,11230,JR常磐線(いわき〜仙台)
1123033,仙台,11230,JR常磐線(いわき〜仙台)
1132101,大崎,11321,JR埼京線
1132102,恵比寿,11321,JR埼京線
1132103,渋谷,11321,JR埼京線
1132104,新宿,11321,JR埼京線
1132105,池袋,11321,JR埼京線
1132106,板橋,11321,JR埼京線
1132107,十条,11321,JR埼京線
1132108,赤羽,11321,JR埼京線
1132109,北赤羽,11321,JR埼京線
1132110,浮間舟渡,11321,JR埼京線
1132111,戸田公園,11321,JR埼京線
1132112,戸田,11321,JR埼京線
1132113,北戸田,11321,JR埼京線
1132114,武蔵浦和,11321,JR埼京線
1132115,中浦和,11321,JR埼京線
1132116,南与野,11321,JR埼京線
1132117,与野本町,11321,JR埼京線
1132118,北与野,11321,JR埼京線
1132119,大宮,11321,JR埼京線
1132201,大宮,11322,JR川越線
1132202,日進,11322,JR川越線
1132211,西大宮,11322,JR川越線
1132203,指扇,11322,JR川越線
1132204,南古谷,11322,JR川越線
1132205,川越,11322,JR川越線
1132206,西川越,11322,JR川越線
1132207,的場,11322,JR川越線
